date (utc),logical size,command (/s),query (/s),update (/s),delete (/s),insert (/s)
"March 7, 2021 at 10:08:42 PM",117.50 KB,0.2922222222222222,0,0,0,0
"March 8, 2021 at 10:08:42 PM",117.50 KB,0.2920833333333333,0,0,0,0
"March 9, 2021 at 10:09:42 PM",117.51 KB,0.291059449456396,0,0,0,0
"March 10, 2021 at 10:09:42 PM",117.30 KB,0.2913425925925926,0,0,0,0
"March 11, 2021 at 10:09:42 PM",117.38 KB,0.2892476851851852,0,0,0,0
"March 12, 2021 at 10:08:42 PM",117.33 KB,0.2928306694463748,0,0,0,0
"March 13, 2021 at 10:09:42 PM",117.29 KB,0.2933263937080731,0,0,0,0
"March 14, 2021 at 10:08:42 PM",117.29 KB,0.29264535557099836,0,0,0,0
"March 15, 2021 at 10:08:42 PM",117.29 KB,0.29270833333333335,0,0,0,0
"March 16, 2021 at 10:08:42 PM",117.29 KB,0.29185185185185186,0,0,0,0
"March 17, 2021 at 10:09:42 PM",117.29 KB,0.2928174878556558,0,0,0,0
"March 18, 2021 at 10:08:41 PM",117.29 KB,???,0,0,0,0
"March 19, 2021 at 9:08:41 PM",117.29 KB,0.2942632814702502,0,0,0,0
"March 20, 2021 at 10:09:41 PM",117.29 KB,0.29213857752763245,0,0,0,0
"March 21, 2021 at 10:09:41 PM",117.29 KB,0.29216435185185186,0,0,0,0
"March 22, 2021 at 10:09:41 PM",117.29 KB,0.2920138888888889,0,0,0,0
"March 23, 2021 at 10:09:41 PM",117.29 KB,0.2919675925925926,0,0,0,0
"March 24, 2021 at 10:09:41 PM",117.29 KB,0.2927777777777778,0,0,0,0
"March 25, 2021 at 10:08:41 PM",117.29 KB,0.28311327310632384,0,0,0,0
"March 26, 2021 at 10:08:41 PM",117.29 KB,0.2918865740740741,0,0,0,0
"March 27, 2021 at 10:09:42 PM",117.29 KB,???,0,0,0,0
"March 28, 2021 at 12:18:42 AM",117.29 KB,0.28824289405684755,0,0,0,0
"March 28, 2021 at 10:08:41 PM",109.31 KB,???,???,???,0,0
"March 29, 2021 at 10:09:41 PM",109.32 KB,0.19525792273883877,0.0031806615776081423,0,0,0
"March 30, 2021 at 10:09:41 PM",109.32 KB,0.17803240740740742,0.0030902777777777777,0,0,0
"March 30, 2021 at 11:08:41 PM",109.32 KB,0.196045197740113,0.0031073446327683617,0,0,0
"March 31, 2021 at 10:09:41 PM",109.32 KB,0.1916244267439054,0.00333091962346126,0,0,0
"April 1, 2021 at 10:09:42 PM",109.30 KB,???,???,???,0,0
"April 2, 2021 at 10:09:42 PM",109.29 KB,0.2903703703703704,0.02886574074074074,0.008912037037037038,0,0
"April 3, 2021 at 10:08:42 PM",109.29 KB,???,???,???,0,0
"April 4, 2021 at 10:09:42 PM",109.29 KB,0.2919962988665279,0.023467499421697895,0.0075526254915567895,0,0
"April 5, 2021 at 10:09:42 PM",109.29 KB,0.2920833333333333,0.024305555555555556,0.0077777777777777776,0,0
"April 6, 2021 at 10:09:42 PM",109.28 KB,0.2906828703703704,0.02670138888888889,0.008425925925925925,0,0
"April 7, 2021 at 10:08:42 PM",114.10 KB,0.29291174426685196,0.031016909891128097,0.009728978457261988,???,???
"April 8, 2021 at 10:09:42 PM",117.39 KB,0.2916030534351145,0.02601202868378441,0.008582003238491788,0.00002313208420078649,0
"April 9, 2021 at 10:08:42 PM",117.35 KB,0.29197359277275886,0.013122538800092657,0.0045286078295112345,0,0
"April 10, 2021 at 10:08:42 PM",117.35 KB,0.2916782407407407,0.011238425925925926,0.00375,0,0
"April 11, 2021 at 10:09:42 PM",117.33 KB,0.2923317140874393,0.012502891510525098,0.004452926208651399,0,0
"April 12, 2021 at 10:09:42 PM",117.34 KB,0.29252314814814817,0.012256944444444445,0.00431712962962963,0,0
"April 13, 2021 at 12:18:42 AM",117.33 KB,0.2917312661498708,0.01317829457364341,0.005297157622739018,0,0
"April 13, 2021 at 10:08:42 PM",113.35 KB,0.2912213740458015,0,0,0,0
"April 14, 2021 at 10:09:42 PM",113.33 KB,0.2923085820032385,0,0,0,0
"April 15, 2021 at 10:08:42 PM",113.34 KB,0.29197359277275886,0,0,0,0
"April 16, 2021 at 12:14:42 AM",113.34 KB,0.28888888888888886,0,0,0,0
"April 16, 2021 at 10:09:42 PM",109.34 KB,0.2920025348542459,0.01211660329531052,0.004600760456273764,0,0
"April 17, 2021 at 10:08:42 PM",109.34 KB,0.292934908501274,0.012091730368311328,0.00433171183692379,0,0
"April 18, 2021 at 10:08:42 PM",109.34 KB,0.2930439814814815,0.011157407407407408,0.0038425925925925928,0,0
"April 19, 2021 at 10:09:42 PM",109.34 KB,0.293176035160768,0.01229470275271802,0.004464492250751793,0,0
"April 20, 2021 at 12:13:42 AM",109.34 KB,0.2916666666666667,0.012768817204301076,0.005510752688172043,0,0
"April 20, 2021 at 10:08:41 PM",109.36 KB,???,???,???,???,???
"April 21, 2021 at 10:08:41 PM",109.34 KB,0.2930902777777778,0,0,0,0
"April 21, 2021 at 11:09:41 PM",109.34 KB,0.2939890710382514,0,0,0,0
"April 22, 2021 at 10:09:41 PM",109.33 KB,0.28597826086956524,0,0,0,0
"April 23, 2021 at 10:08:41 PM",109.33 KB,0.2930970581422284,0,0,0,0
"April 24, 2021 at 10:09:41 PM",109.35 KB,0.29356928059218135,0,0,0,0
"April 25, 2021 at 10:08:41 PM",109.35 KB,0.24475330090340514,0,0,0,0
"April 26, 2021 at 10:08:41 PM",109.35 KB,0.19443287037037038,0,0,0,0
"April 27, 2021 at 10:08:41 PM",109.35 KB,0.19480324074074074,0,0,0,0
"April 28, 2021 at 10:09:41 PM",109.35 KB,0.19445986358478065,0,0,0,0
"April 29, 2021 at 10:08:41 PM",109.35 KB,???,0,0,0,0
"April 30, 2021 at 10:08:41 PM",109.35 KB,0.19517361111111112,0,0,0,0
"May 1, 2021 at 10:09:41 PM",109.34 KB,0.2549618320610687,0,0,0,0
"May 2, 2021 at 10:09:41 PM",109.33 KB,0.2915277777777778,0,0,0,0
"May 3, 2021 at 10:09:41 PM",109.35 KB,0.2863310185185185,0,0,0,0
"May 4, 2021 at 10:09:41 PM",109.36 KB,0.292650462962963,0,0,0,0
"May 5, 2021 at 10:08:42 PM",109.37 KB,???,0,0,0,0
"May 6, 2021 at 10:08:42 PM",109.37 KB,0.2930787037037037,0,0,0,0
"May 7, 2021 at 10:08:42 PM",109.36 KB,0.29194444444444445,0,0,0,0
"May 8, 2021 at 10:08:42 PM",109.36 KB,0.28850694444444447,0,0,0,0
"May 9, 2021 at 10:09:42 PM",109.36 KB,0.2924473745084432,0,0,0,0
"May 10, 2021 at 10:09:42 PM",109.36 KB,0.29207175925925927,0,0,0,0
"May 11, 2021 at 10:09:42 PM",109.36 KB,0.2924305555555556,0,0,0,0
"May 12, 2021 at 10:08:42 PM",109.36 KB,0.2912670836228863,0,0,0,0
"May 13, 2021 at 12:17:42 AM",113.31 KB,0.29224806201550385,0,0,0,0
"May 13, 2021 at 10:08:42 PM",114.51 KB,0.29324942791762015,???,???,0,???
"May 14, 2021 at 10:09:42 PM",117.39 KB,0.2920078649086283,0.012433495257922738,0.003909322229932917,0,0
"May 15, 2021 at 10:09:42 PM",117.40 KB,0.2921990740740741,0.01138888888888889,0.0036342592592592594,0,0
"May 16, 2021 at 10:09:42 PM",117.40 KB,0.2920949074074074,0.011134259259259259,0.0038078703703703703,0,0
"May 17, 2021 at 10:09:42 PM",117.39 KB,0.2901388888888889,0.011608796296296296,0.0040625,0,0
"May 18, 2021 at 10:08:42 PM",117.39 KB,0.2903520963632152,0.01275191104933982,0.004447533009034051,0,0
"May 19, 2021 at 10:08:42 PM",117.39 KB,0.29238425925925926,0.011076388888888889,0.0036805555555555554,0,0
"May 20, 2021 at 10:09:42 PM",117.39 KB,0.29050427943557716,0.011577608142493638,0.004001850566736063,0,0
"May 21, 2021 at 8:09:41 PM",117.39 KB,???,???,???,0,???
"May 22, 2021 at 10:08:41 PM",117.41 KB,0.2922493051101133,0.012294205687406457,0.004254864229206757,0,0
"May 23, 2021 at 10:08:41 PM",117.45 KB,0.29233796296296294,0.012152777777777778,0.0040625,0,???
"May 24, 2021 at 10:08:41 PM",117.45 KB,0.2910185185185185,0.01326388888888889,0.004930555555555555,0,0
"May 25, 2021 at 10:08:41 PM",117.46 KB,???,???,???,0,???
"May 26, 2021 at 10:09:41 PM",117.47 KB,0.1936618089289845,0.0031343974092065694,0,0,0
"May 27, 2021 at 10:08:41 PM",117.47 KB,0.19410470233958768,0.0033240676395645125,0,0,0
"May 28, 2021 at 10:09:41 PM",117.81 KB,0.1835762202174416,0.0026486236409900533,0,0,0
"May 29, 2021 at 10:09:41 PM",133.53 KB,0.1308449074074074,0.0009722222222222222,???,???,???
"May 30, 2021 at 10:08:41 PM",153.54 KB,0.22823720176048182,0.004470697243456103,0.0001853138753764188,0.00006949270326615705,0.00008107482047718323
"May 31, 2021 at 12:15:41 AM",153.54 KB,0.19553805774278216,0.0032808398950131233,0,0,0
"May 31, 2021 at 10:09:41 PM",153.54 KB,0.19198376458650432,0,0,0,0
"June 1, 2021 at 10:08:41 PM",153.52 KB,0.3033588139911976,0,0,0,0
"June 2, 2021 at 10:08:41 PM",153.54 KB,0.38744212962962965,0,0,0,0
"June 3, 2021 at 9:09:41 PM",153.64 KB,0.3890055515327058,0,0,0,0
"June 4, 2021 at 10:08:41 PM",153.63 KB,0.37605070046697797,0,0,0,0
"June 5, 2021 at 10:08:41 PM",153.63 KB,0.38774305555555555,0,0,0,0
"June 6, 2021 at 10:09:41 PM",153.64 KB,0.3902151283830673,0,0,0,0
"June 7, 2021 at 10:08:41 PM",153.63 KB,0.389379198517489,0,0,0,0
"June 8, 2021 at 10:08:41 PM",153.64 KB,0.3894560185185185,0,0,0,0
"June 9, 2021 at 10:09:41 PM",153.66 KB,0.3871501272264631,0,0,0,0
"June 10, 2021 at 10:07:41 PM",153.65 KB,0.38881548446917014,0,0,0,0
"June 11, 2021 at 10:08:41 PM",153.64 KB,0.3842701827434652,0,0,0,0
"June 12, 2021 at 10:09:41 PM",153.63 KB,0.38639833448993754,0,0,0,0
"June 13, 2021 at 10:09:41 PM",153.63 KB,0.3865277777777778,0,0,0,0
"June 14, 2021 at 10:08:41 PM",153.63 KB,0.38804725503822096,0,0,0,0
"June 15, 2021 at 10:09:41 PM",153.63 KB,0.3878209576682859,0,0,0,0
"June 16, 2021 at 10:08:41 PM",148.28 KB,0.38771137363910124,0,0,0,0
"June 16, 2021 at 11:08:41 PM",147.67 KB,0.39166666666666666,0,0,0,0
"June 17, 2021 at 10:09:41 PM",133.51 KB,0.3879797248370746,0,0,0,0
"June 18, 2021 at 10:08:41 PM",133.51 KB,0.3779360667129951,0,0,0,0
"June 19, 2021 at 10:09:41 PM",133.51 KB,0.38743927827897295,0,0,0,0
"June 20, 2021 at 10:09:41 PM",133.51 KB,0.3865625,0,0,0,0
"June 21, 2021 at 10:09:41 PM",133.51 KB,0.3879282407407407,0,0,0,0
"June 22, 2021 at 12:13:41 AM",133.51 KB,0.3881720430107527,0,0,0,0
"June 22, 2021 at 9:08:41 PM",133.51 KB,???,???,0.0033598835849474452,???,???
"June 23, 2021 at 9:08:41 PM",133.51 KB,0.38960647697214723,0.012326388746222352,0.0038541666220582565,0,0
"June 24, 2021 at 9:09:41 PM",133.53 KB,0.3886421511524653,0.012329401021621571,0.004024982697489969,0,0
"June 25, 2021 at 9:09:41 PM",133.52 KB,0.36465277355725956,0.010960648021288795,0.003368055516573431,0,0
"June 26, 2021 at 10:09:41 PM",133.54 KB,0.2881,0.0033,0,0,0
"June 27, 2021 at 10:08:41 PM",133.54 KB,0.2865763294715813,0.003289321326028739,0,0,0
"June 28, 2021 at 10:08:41 PM",133.54 KB,0.2915162037037037,0.003310185185185185,0,0,0
"June 29, 2021 at 10:09:41 PM",133.54 KB,0.28907009021512836,0.0033194540828128615,0,0,0
"June 30, 2021 at 10:09:41 PM",133.54 KB,0.28896990406284834,0.003298611072932742,0,0,0
"July 1, 2021 at 10:09:41 PM",133.52 KB,???,???,???,0,0
"July 2, 2021 at 10:08:41 PM",133.51 KB,0.3800440120454019,0.012288626360898773,0.0039379198517488995,0,0
"July 3, 2021 at 10:09:41 PM",133.51 KB,0.38808697663659497,0.010386305806153134,0.0034698126301179735,0,0
"July 4, 2021 at 10:09:41 PM",133.51 KB,0.38513888888888886,0.00662037037037037,0.001851851851851852,0,0
"July 5, 2021 at 10:09:41 PM",133.51 KB,0.3858912037037037,0.006597222222222222,0.0020717592592592593,0,0
"July 6, 2021 at 10:09:41 PM",133.51 KB,0.38211805555555556,0.006678240740740741,0.0020717592592592593,0,0
"July 7, 2021 at 10:09:41 PM",133.51 KB,0.38630787037037034,0.007037037037037037,0.002025462962962963,0,0
"July 8, 2021 at 10:09:41 PM",133.51 KB,0.37958333333333333,0.006875,0.0021759259259259258,0,0
"July 9, 2021 at 9:09:41 PM",133.51 KB,???,???,???,0,0
"July 10, 2021 at 10:09:41 PM",133.51 KB,0.38224444444444444,0.010388888888888888,0.003,0,0
"July 11, 2021 at 10:09:41 PM",133.51 KB,0.3883101851851852,0.010347222222222223,0.0028703703703703703,0,0
"July 12, 2021 at 10:09:41 PM",133.51 KB,0.3833796296296296,0.011724537037037037,0.003460648148148148,0,0
"July 13, 2021 at 10:09:41 PM",133.51 KB,???,???,???,0,0
"July 14, 2021 at 10:09:41 PM",133.51 KB,0.3881712962962963,0.011979166666666667,0.00375,0,0
"July 15, 2021 at 10:09:41 PM",133.53 KB,0.38505787037037037,0.01150462962962963,0.0037847222222222223,0,0
"July 16, 2021 at 10:09:41 PM",133.51 KB,0.3833796296296296,0.005555555555555556,0.0018287037037037037,0,0
"July 17, 2021 at 10:09:41 PM",133.52 KB,0.38331018518518517,0.005983796296296296,0.0018287037037037037,0,0
"July 18, 2021 at 12:10:41 AM",133.53 KB,0.39077129603701155,0.007162533448686853,0.0011019282228749005,0,0
"July 18, 2021 at 10:09:41 PM",133.52 KB,0.37496841514996737,0.000012635835388372952,0,0,0
"July 19, 2021 at 10:09:41 PM",133.58 KB,0.3868287037037037,0,0,0,0
"July 20, 2021 at 10:09:41 PM",133.54 KB,0.38355324074074076,0,0,0,0
"July 21, 2021 at 10:09:41 PM",133.54 KB,0.37484953703703705,0,0,0,0
"July 22, 2021 at 10:09:41 PM",133.54 KB,0.3867476851851852,0,0,0,0
"July 23, 2021 at 12:11:41 AM",133.54 KB,0.3867486338797814,0,0,0,0
"July 23, 2021 at 10:09:41 PM",133.54 KB,0.3813859382903389,0.00556398583712696,0.0014036418816388467,0,0
"July 24, 2021 at 10:09:41 PM",133.54 KB,0.3890625,0.011666666666666667,0.007905092592592592,0,0
"July 25, 2021 at 10:09:41 PM",133.55 KB,0.3468287037037037,0.004814814814814815,0.0011574074074074073,0,0
"July 26, 2021 at 10:09:41 PM",133.57 KB,0.29138888888888886,0.003298611111111111,0,0,0
"July 27, 2021 at 10:09:41 PM",133.57 KB,0.2889814814814815,0.003321759259259259,0,0,0
"July 28, 2021 at 10:09:41 PM",133.57 KB,0.28965277777777776,0.0033333333333333335,0,0,0
"July 29, 2021 at 10:09:41 PM",133.57 KB,???,???,???,0,0
"July 30, 2021 at 12:14:41 AM",133.57 KB,0.2929333333333333,0.0032,0,0,0
"July 30, 2021 at 10:09:41 PM",133.57 KB,0.29211660329531053,0,0,0,0
"July 31, 2021 at 10:09:41 PM",133.57 KB,0.29288194444444443,0,0,0,0
"August 1, 2021 at 12:18:41 AM",133.57 KB,0.291343669250646,0,0,0,0
"August 1, 2021 at 10:09:41 PM",133.55 KB,???,0.0023264736093605706,???,0,0
"August 2, 2021 at 10:09:41 PM",133.54 KB,0.3884490740740741,0.005509259259259259,0.0018055555555555555,0,0
"August 3, 2021 at 10:09:41 PM",133.54 KB,0.38675925925925925,0.005532407407407408,0.0017592592592592592,0,0
"August 4, 2021 at 9:09:41 PM",133.54 KB,0.3867753623188406,0.005471014492753623,0.001606280193236715,0,0
"August 5, 2021 at 10:09:41 PM",133.54 KB,0.3849111111111111,0.0055,0.0015666666666666667,0,0
"August 6, 2021 at 12:02:41 AM",133.54 KB,0.3921828908554572,0.0058997050147492625,0.0016224188790560472,0,0
"August 6, 2021 at 10:09:41 PM",133.54 KB,???,???,???,0,0
"August 7, 2021 at 10:09:41 PM",133.54 KB,0.3874074074074074,0,0,0,0
"August 8, 2021 at 10:09:41 PM",133.54 KB,0.3893402777777778,0,0,0,0
"August 9, 2021 at 9:09:41 PM",133.54 KB,0.3884541062801932,0,0,0,0
"August 10, 2021 at 10:09:41 PM",133.54 KB,???,0,0,0,0
"August 11, 2021 at 9:09:41 PM",133.54 KB,0.3899758501204813,0,0,0,0
"August 12, 2021 at 10:09:41 PM",133.54 KB,0.3835777735158025,0,0,0,0
"August 13, 2021 at 10:09:41 PM",133.54 KB,0.38373842592592594,0,0,0,0
"August 14, 2021 at 10:09:41 PM",133.54 KB,0.3845138888888889,0,0,0,0
"August 15, 2021 at 10:09:41 PM",133.54 KB,0.386400462962963,0,0,0,0
"August 16, 2021 at 10:09:41 PM",133.53 KB,0.38859954153471693,0,0,0,0
"August 17, 2021 at 10:09:41 PM",133.48 KB,0.3790393474648224,0,0,0,0
"August 18, 2021 at 10:09:41 PM",133.48 KB,0.3858449074074074,0,0,0,0
"August 19, 2021 at 10:09:41 PM",133.48 KB,0.37267361111111114,0,0,0,0
"August 20, 2021 at 10:09:41 PM",133.48 KB,0.3899884259259259,0,0,0,0
"August 21, 2021 at 10:09:41 PM",133.48 KB,0.3888773148148148,0,0,0,0
"August 22, 2021 at 10:09:41 PM",133.48 KB,0.36841435185185184,0,0,0,0
"August 23, 2021 at 9:09:41 PM",133.48 KB,0.39107487922705314,0,0,0,0
"August 24, 2021 at 10:09:41 PM",133.48 KB,0.38564444444444446,0,0,0,0
"August 25, 2021 at 10:09:41 PM",133.49 KB,0.3427777777777778,0,0,0,0
"August 26, 2021 at 12:09:41 AM",133.50 KB,0.29388888888888887,0,0,0,0
"August 26, 2021 at 10:09:41 PM",133.50 KB,0.2914141414141414,0,0,0,0
"August 27, 2021 at 10:09:41 PM",133.50 KB,???,0,0,0,0
"August 28, 2021 at 10:09:41 PM",133.50 KB,0.29167824411664633,0,0,0,0
"August 29, 2021 at 10:09:41 PM",133.50 KB,0.29202545958303866,0,0,0,0
"August 30, 2021 at 10:09:41 PM",133.50 KB,0.2922337962962963,0,0,0,0
"August 31, 2021 at 10:09:41 PM",133.50 KB,0.28844907407407405,0,0,0,0
"September 1, 2021 at 10:09:41 PM",133.49 KB,0.35280092592592593,0,0,0,0
"September 2, 2021 at 10:09:41 PM",133.48 KB,0.38894675925925926,0,0,0,0
"September 3, 2021 at 10:09:41 PM",133.48 KB,0.3690277777777778,0,0,0,0
"September 4, 2021 at 12:04:41 AM",133.48 KB,0.3914493320941061,0,0,0,0
"September 4, 2021 at 10:09:41 PM",133.48 KB,0.3727421383647799,???,???,0,0
"September 5, 2021 at 10:09:41 PM",133.48 KB,0.3869560185185185,0.005775462962962963,0.001412037037037037,0,0
"September 6, 2021 at 10:09:41 PM",133.48 KB,0.3881828658775131,0.005914351783398706,0.0016319444255561988,0,0
"September 7, 2021 at 10:09:41 PM",133.48 KB,0.3878009259259259,0.005740740740740741,0.0014236111111111112,0,0
"September 8, 2021 at 10:09:41 PM",133.48 KB,0.25122685185185184,0.004131944444444444,0.001238425925925926,0,0
"September 9, 2021 at 10:09:41 PM",133.48 KB,0.3315972222222222,0.005231481481481481,0.0010763888888888889,0,0
"September 10, 2021 at 12:24:41 AM",133.48 KB,0.3844444444444444,0.007530864197530864,0.0011111111111111111,0,0
"September 10, 2021 at 10:09:41 PM",133.48 KB,???,???,???,0,0
"September 11, 2021 at 10:09:41 PM",133.48 KB,0.38778935185185187,0,0,0,0
"September 12, 2021 at 10:09:41 PM",133.48 KB,0.38886574074074076,0,0,0,0
"September 13, 2021 at 10:09:41 PM",133.48 KB,0.38885416666666667,0,0,0,0
"September 14, 2021 at 10:09:41 PM",133.50 KB,0.3590625,0,0,0,0
"September 15, 2021 at 10:09:41 PM",133.49 KB,0.38427083333333334,0,0,0,0
"September 16, 2021 at 10:09:41 PM",133.48 KB,0.3660300925925926,0,0,0,0
"September 17, 2021 at 10:09:41 PM",133.48 KB,0.35560185185185184,0,0,0,0
"September 18, 2021 at 10:09:41 PM",133.48 KB,0.39023148148148146,0,0,0,0
"September 19, 2021 at 10:09:41 PM",133.48 KB,0.3902199074074074,0,0,0,0
"September 20, 2021 at 10:09:41 PM",133.48 KB,0.38863425925925926,0,0,0,0
"September 21, 2021 at 10:09:41 PM",133.48 KB,???,0,0,0,0
"September 22, 2021 at 12:55:41 AM",133.48 KB,0.3890561858377323,0,0,0,0
"September 22, 2021 at 10:09:41 PM",133.48 KB,???,???,???,0,0
"September 23, 2021 at 10:09:41 PM",133.48 KB,0.3897337962962963,0.005127314814814815,0.0012847222222222223,0,0
"September 24, 2021 at 10:09:41 PM",133.48 KB,???,???,???,0,0
"September 25, 2021 at 10:09:41 PM",133.49 KB,0.337395829428289,0.004537036984525035,0.0007523148061074675,0,0
"September 26, 2021 at 10:09:41 PM",133.50 KB,0.286689818132984,0.003298611149289481,0,0,0
"September 27, 2021 at 10:09:41 PM",133.50 KB,0.2759953735647613,0.003310185223497514,0,0,0
"September 28, 2021 at 10:06:41 PM",133.50 KB,0.2594525602011997,0.0030967292612302335,0,0,0
"September 29, 2021 at 10:09:41 PM",133.50 KB,0.28116193116193117,0.003291753291753292,0,0,0
"September 30, 2021 at 10:09:41 PM",133.50 KB,0.28715277777777776,0.003263888888888889,0,0,0
"October 1, 2021 at 3:09:41 PM",133.49 KB,0.33666666666666667,0.004166666666666667,0.0005228758169934641,0,0
"October 2, 2021 at 6:09:41 PM",133.48 KB,0.38337448559670784,0.004907407407407407,0.0010699588477366254,0,0
"October 3, 2021 at 9:09:41 PM",133.48 KB,0.3818724279835391,0.013662551440329218,0.001368312757201646,0,0
"October 4, 2021 at 10:09:41 PM",133.48 KB,0.3852,0.017177777777777778,0.0013555555555555556,0,0
"October 5, 2021 at 10:09:41 PM",133.48 KB,???,???,???,0,0
"October 6, 2021 at 10:09:41 PM",133.48 KB,0.33465278165107387,0.0171527779763053,0.001076388901347094,0,0
"October 7, 2021 at 10:09:41 PM",133.48 KB,0.285,0.01363425925925926,0.0009837962962962962,0,0
"October 8, 2021 at 10:09:41 PM",133.48 KB,0.2870138888888889,0.005717592592592593,0.0008449074074074074,0,0
"October 9, 2021 at 10:09:41 PM",133.48 KB,0.28479166666666667,0.00525462962962963,0.0010300925925925926,0,0
"October 10, 2021 at 10:09:41 PM",133.48 KB,0.2886458333333333,0.005520833333333333,0.0011226851851851851,0,0
"October 11, 2021 at 10:09:41 PM",133.48 KB,0.2896064814814815,0.005590277777777777,0.0011226851851851851,0,0
"October 12, 2021 at 10:09:42 PM",133.48 KB,???,???,???,0,0
"October 13, 2021 at 10:09:42 PM",133.48 KB,0.27626157727154604,0.0055324074714399015,0.001342592608131859,0,0
"October 14, 2021 at 10:09:42 PM",133.48 KB,0.2896990740740741,0.00568287037037037,0.0012152777777777778,0,0
"October 15, 2021 at 10:09:42 PM",133.48 KB,0.28837962962962965,0.006168981481481482,0.0014351851851851852,0,0
"October 16, 2021 at 10:09:42 PM",133.48 KB,0.2897222222222222,0.005381944444444444,0.0011458333333333333,0,0
"October 17, 2021 at 10:09:42 PM",133.48 KB,0.2913541666666667,0.005868055555555555,0.0013310185185185185,0,0
"October 18, 2021 at 10:09:42 PM",133.48 KB,0.19657407407407407,0.006423611111111111,0.004027777777777778,0,0
"October 19, 2021 at 10:09:42 PM",133.48 KB,0.09788194444444444,0.002395833333333333,0.001574074074074074,0,0
"October 20, 2021 at 12:17:42 AM",133.48 KB,0.09778645833333334,0.002994791666666667,0.0018229166666666667,0,0
"October 20, 2021 at 10:09:42 PM",133.48 KB,0.09790396217093543,0,0,0,0
"October 21, 2021 at 10:09:42 PM",133.48 KB,0.10197916784698112,0,0,0,0
"October 22, 2021 at 12:12:42 AM",133.48 KB,0.0978319783197832,0,0,0,0
"October 22, 2021 at 10:09:42 PM",133.50 KB,0.09791192103264997,0.002214629207795495,0.0011136421159200203,0,0
"October 23, 2021 at 10:09:42 PM",133.49 KB,0.1018286907394028,0.004513888314204034,0.001192129477853886,0,0
"October 24, 2021 at 10:09:42 PM",133.49 KB,0.05592593239883477,0.2046528014644446,0.0009143519576796247,0,0
"October 25, 2021 at 10:09:42 PM",133.50 KB,0,0,0,0,0
"October 26, 2021 at 10:09:42 PM",133.50 KB,0.0042592592592592595,0.000011574074074074073,0,0,0
"October 27, 2021 at 10:09:42 PM",133.50 KB,0,0,0,0,0
"October 28, 2021 at 9:04:42 PM",133.50 KB,0,0,0,0,0
"October 31, 2021 at 10:09:42 PM",133.50 KB,???,???,???,0,0
"November 1, 2021 at 10:09:42 PM",133.49 KB,0.06039351851851852,0.0010300925925925926,???,0,0
"November 2, 2021 at 10:09:42 PM",133.48 KB,0.10571759381617586,0.0019675926153656553,0.000914351862434628,0,0
"November 3, 2021 at 10:09:42 PM",133.48 KB,0.09869212848735961,0.002314814788022977,0.001307870355232982,0,0
"November 4, 2021 at 10:09:42 PM",133.50 KB,0.09773148148148147,0.0018171296296296297,0.000925925925925926,0,0
"November 5, 2021 at 10:09:42 PM",133.48 KB,0.09773148148148147,0.0017013888888888888,0.0008796296296296296,0,0
"November 6, 2021 at 10:09:42 PM",133.48 KB,0.09771990853842487,0.012199074215267064,0.0012847222370916927,0,0
"November 7, 2021 at 10:09:42 PM",133.48 KB,0.09780092479397078,0.002696759228046768,0.0018287036825381517,0,0
"November 8, 2021 at 10:09:42 PM",133.48 KB,0.10185185185185185,0.0016203703703703703,0.0009837962962962962,0,0
"November 9, 2021 at 10:09:42 PM",133.48 KB,0.09787036583933491,0.00299768504640347,0.0015277777070473284,0,0
"November 10, 2021 at 10:09:42 PM",133.48 KB,0.09788194897601615,0.001759259340706451,0.0008680555957433147,0,0
"November 11, 2021 at 10:09:42 PM",133.48 KB,0.10185185185185185,0.0015162037037037036,0.0007638888888888889,0,0
"November 12, 2021 at 10:09:42 PM",133.48 KB,0.10606481481481482,0.014398148148148148,0.004814814814814815,0,0
"November 13, 2021 at 10:09:42 PM",133.48 KB,0.09784721995724029,0.001967592547046469,0.001041666642554013,0,0
"November 14, 2021 at 10:09:42 PM",133.48 KB,0.09762731707470641,0.03716435271213779,0.0012615741032771782,0,0
"November 15, 2021 at 10:09:42 PM",133.48 KB,0.10197916666666666,0.0022337962962962962,0.0012268518518518518,0,0
"November 16, 2021 at 10:09:42 PM",133.48 KB,0.09782407407407408,0.0018865740740740742,0.0010648148148148149,0,0
"November 17, 2021 at 10:09:42 PM",133.48 KB,0.10526620370370371,0.002013888888888889,0.0010879629629629629,0,0
"November 18, 2021 at 10:09:42 PM",133.48 KB,0.10185185185185185,0.0019560185185185184,0.0009606481481481482,0,0
"November 19, 2021 at 10:09:41 PM",133.48 KB,???,???,???,0,0
"November 20, 2021 at 10:09:41 PM",133.48 KB,0.10199074074074074,0.001851851851851852,0.0009143518518518518,0,0
"November 21, 2021 at 10:09:41 PM",133.48 KB,0.10650462962962963,0.0022800925925925927,0.0009837962962962962,0,0
"November 22, 2021 at 10:09:41 PM",133.48 KB,0.1019212962962963,0.0022337962962962962,0.0010532407407407407,0,0
"November 23, 2021 at 10:09:41 PM",133.48 KB,0.10203703703703704,0.029618055555555557,0.009456018518518518,0,0
"November 24, 2021 at 10:09:41 PM",133.49 KB,0.051944444444444446,0.0014467592592592592,0.0006712962962962962,0,0
"November 25, 2021 at 10:09:41 PM",133.50 KB,0.003912037037037037,0.000011574074074074073,0,0,0
