date (utc),logical size,command (/s),query (/s),update (/s),delete (/s),insert (/s)
"November 26, 2021 at 10:09:41 PM",133.50 KB,0,0,0,0,0
"November 27, 2021 at 10:09:41 PM",133.50 KB,0.004143518518518519,0.000011574074074074073,0,0,0
"November 28, 2021 at 10:09:41 PM",133.50 KB,0,0,0,0,0
"November 29, 2021 at 10:09:41 PM",133.50 KB,0.008263888888888888,0.000023148148148148147,0,0,0
"November 30, 2021 at 10:09:41 PM",133.50 KB,0.00494212962962963,0.000023148148148148147,0,0,0
"December 1, 2021 at 10:09:41 PM",133.49 KB,0.06001157407407407,0.0023263888888888887,0.0005092592592592592,0,0
"December 2, 2021 at 10:09:41 PM",133.48 KB,0.09777777777777778,0.004398148148148148,0.0008912037037037037,0,0
"December 3, 2021 at 10:09:41 PM",133.48 KB,0.0977662037037037,0.003726851851851852,0.0009375,0,0
"December 4, 2021 at 10:09:41 PM",133.48 KB,0.10195601851851852,0.004016203703703704,0.0008333333333333334,???,0
"December 5, 2021 at 10:09:42 PM",133.43 KB,???,???,???,???,0
"December 6, 2021 at 10:09:42 PM",133.43 KB,0.10201388770817259,0.0036458332911361887,0.0009259259152091907,0,0
"December 7, 2021 at 10:09:42 PM",133.44 KB,0.09775462962962964,0.003703703703703704,0.0010185185185185184,0,0
"December 8, 2021 at 10:09:42 PM",133.44 KB,0.10578703703703704,0.0030902777777777777,0.0008333333333333334,0,0
"December 9, 2021 at 1:11:42 AM",133.43 KB,0.16245421245421246,0.0057692307692307696,0.0014652014652014652,0,0
"December 9, 2021 at 10:09:42 PM",133.43 KB,0.10308691043985162,0,0,0,0
"December 10, 2021 at 10:09:42 PM",133.43 KB,0.09782407407407408,0,0,0,0
"December 11, 2021 at 1:13:42 AM",133.43 KB,0.09782609581758114,0,0,0,0
"December 11, 2021 at 10:09:41 PM",133.43 KB,???,???,???,0,0
"December 12, 2021 at 10:09:41 PM",133.43 KB,0.09785879629629629,0.006030092592592593,0.0034837962962962965,0,0
"December 13, 2021 at 10:09:41 PM",133.43 KB,0.10604166666666667,0.009525462962962963,0.006851851851851852,0,0
"December 14, 2021 at 10:09:41 PM",133.43 KB,0.0978125,0.005150462962962963,0.0013541666666666667,0,0
"December 15, 2021 at 10:09:41 PM",133.43 KB,0.09784722222222222,0.0038773148148148148,0.001388888888888889,0,0
"December 16, 2021 at 10:09:41 PM",133.43 KB,0.09785879516367135,0.004143518470561129,0.001979166643759645,0,0
"December 17, 2021 at 10:09:41 PM",133.43 KB,0.09777777777777778,0.004884259259259259,0.0028587962962962963,0,0
"December 18, 2021 at 10:09:41 PM",133.43 KB,0.09789351965154537,0.003113425961960949,0.0007407407493141291,0,0
"December 19, 2021 at 10:09:41 PM",133.43 KB,0.09788194444444444,0.0030787037037037037,0.0008217592592592593,0,0
"December 20, 2021 at 10:09:41 PM",133.43 KB,0.10605324074074074,0.0030208333333333333,0.0007407407407407407,0,0
"December 21, 2021 at 10:09:41 PM",133.41 KB,0.09780092592592593,0.004050925925925926,0.0010416666666666667,???,0
"December 22, 2021 at 10:09:41 PM",133.38 KB,0.09785879629629629,0.0036342592592592594,0.0008796296296296296,0,0
"December 23, 2021 at 10:09:41 PM",133.35 KB,0.09892361111111111,0.0032523148148148147,0.0008449074074074074,0.000011574074074074073,0
"December 24, 2021 at 10:09:41 PM",133.31 KB,0.11011573946625301,0.08116898054202569,0.0009722222109696503,0,0
"December 25, 2021 at 10:09:41 PM",133.31 KB,0.07744212962962962,0.004583333333333333,0.000787037037037037,0,0
"December 26, 2021 at 10:09:41 PM",133.33 KB,0.0025347222515592852,0,0,0,0
"December 27, 2021 at 10:09:41 PM",133.33 KB,0.005509259195494685,0.000011574073940114885,0,0,0
"December 28, 2021 at 10:09:41 PM",133.33 KB,0,0,0,0,0
"December 30, 2021 at 10:09:41 PM",133.33 KB,0.002251157394379876,0.000011574074007094479,0,0,0
"December 31, 2021 at 10:09:41 PM",133.33 KB,0.004027777824395577,0.000011574074208033268,0,0,0
"January 1, 2022 at 10:09:41 PM",133.32 KB,0.05996527708373522,0.0013773147988736714,0.000601851844885974,0,0
"January 2, 2022 at 10:09:41 PM",133.31 KB,0.10180555673386062,0.002638888919431585,0.0008564814913944618,0,0
"January 3, 2022 at 10:09:41 PM",133.31 KB,0.09765046296296297,0.0024652777777777776,0.0009143518518518518,0,0
"January 4, 2022 at 10:09:41 PM",133.31 KB,0.09782407407407408,0.002650462962962963,0.0009606481481481482,0,0
"January 5, 2022 at 11:09:41 PM",133.31 KB,0.09765555447049383,0.0024333333062962967,0.0009333333229629631,0,0
"January 6, 2022 at 10:09:41 PM",133.31 KB,0.0975603876516955,0.00208937200591029,0.000809178753734043,0,0
"January 7, 2022 at 10:09:41 PM",133.31 KB,0.10179398148148149,0.0023032407407407407,0.0008564814814814815,0,0
"January 8, 2022 at 10:09:41 PM",133.31 KB,0.09762731481481482,0.0022569444444444442,0.0007407407407407407,0,0
"January 9, 2022 at 10:09:41 PM",133.31 KB,0.09778935185185185,0.0020949074074074073,0.0008449074074074074,0,0
"January 10, 2022 at 10:09:41 PM",133.31 KB,0.0977430544242702,0.002118055531041024,0.0007754629539876973,0,0
"January 11, 2022 at 1:06:41 AM",133.31 KB,0.0975517982628812,0.004237288534584608,0.0010357816417873487,0,0
"January 11, 2022 at 11:09:41 PM",133.31 KB,0.10212899974804737,0,0,0,0
"January 12, 2022 at 10:09:41 PM",133.31 KB,???,???,???,???,0
"January 13, 2022 at 10:09:41 PM",133.31 KB,0.09774305555555556,0,0,0,0
"January 14, 2022 at 10:09:41 PM",133.31 KB,0.09771990740740741,0,0,0,0
"January 15, 2022 at 10:09:41 PM",133.31 KB,0.09778935185185185,0,0,0,0
"January 16, 2022 at 10:09:41 PM",133.31 KB,0.1019212962962963,0,0,0,0
"January 17, 2022 at 10:09:41 PM",133.31 KB,0.09775462962962964,0,0,0,0
"January 18, 2022 at 10:08:41 PM",133.31 KB,0.09768357655779476,0,0,0,0
"January 19, 2022 at 9:09:41 PM",133.31 KB,0.09776731954824185,0,0,0,0
